"domain","name","type","title","title_t","help","help_t"
"com.axelor.apps.googleapps.db.FilePermission","","viewField","Can Modify","Modification autorisée ?","",""
"com.axelor.apps.googleapps.db.FilePermission","","viewField","Send Email Notification","Envoyer email notification ?","",""
"com.axelor.apps.googleapps.db.FilePermission","","viewField","Google File","Fichier Google","",""
"com.axelor.apps.googleapps.db.FilePermission","","button","Refresh","Rafraîchir","",""
"com.axelor.apps.googleapps.db.FilePermission","","button","Search","Recherche","",""
"com.axelor.apps.googleapps.db.FilePermission","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.FilePermission","","view","File Sharing Permissions","Propriétés de partage des fichiers","",""
"com.axelor.apps.googleapps.db.FilePermission","","viewField","User","Utilisateur","",""
"com.axelor.apps.googleapps.db.FilePermission","","viewField","Email Address","Adresse Email","",""
"com.axelor.apps.googleapps.db.FilePermission","","viewField","Can Modify","Modification autorisée ?","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","cancel","Annuler","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","Copy","Copier","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","Refresh","Rafraîchir","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","Search","Recherche","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","New","Nouveau","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","Save","Sauvegarder","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","Open Apps","Ouvrir l'application","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","Unauthorize","Retirer l'autorisation ?","",""
"com.axelor.googleapps.config.db.AppsCredentials","","button","It will remove all your data and deactivate your Google-Apps service, Are You Sure ?","Toutes vos données seront supprimées et le service Google-Apps sera désactivé. Souhaitez-vous continuer ?","",""
"com.axelor.googleapps.config.db.AppsCredentials","","view","Google Apps Authorization","Autorisation Google Apps","",""
"com.axelor.googleapps.config.db.AppsCredentials","","group","User Status","Statut de l'utilisateur","",""
"com.axelor.googleapps.config.db.AppsCredentials","","group","Google Apps Authorization -- ","Configuration connexion à Google Apps","",""
"com.axelor.googleapps.config.db.AppsCredentials","","group","Instructions","Mode opératoire","",""
"com.axelor.googleapps.config.db.AppsCredentials","","label"," To authorize your Google Drive Account with Google Apps  ","Pour autoriser votre compte Google Drive avec Google Apps,","",""
"com.axelor.googleapps.config.db.AppsCredentials","","label"," There is Simply two steps for Authorizing your Google Drive Account : ","veuillez suivre les 2 étapes suivantes :","",""
"com.axelor.googleapps.config.db.AppsCredentials","","label","1. Click on open Google Apps and it will give you a link in message, just follow it. ","1. Cliquer sur Ouvrir Google Apps. L'écran affichera un message avec un lien, il suffit de cliquer dessus.","",""
"com.axelor.googleapps.config.db.AppsCredentials","","label","2. If you are not logged into your google account you will be asked for that,","2. Si vous n'êtes pas loggé sur votre compte Google, un message vous demandera de vous y connecter.","",""
"com.axelor.googleapps.config.db.AppsCredentials","","label"," else on that page you allow google apps to access the drive service, by clicking allow access button","Après vous être connecté, autorisez Google Apps à accéder au service Drive, en cliquant sur le bouton d'autorisation d'accès.","",""
"com.axelor.googleapps.config.db.AppsCredentials","","viewField","Drive user","Utilisateur Drive","",""
"com.axelor.googleapps.config.db.AppsCredentials","","viewField","Access Token","Clé d'accès","",""
"com.axelor.googleapps.config.db.AppsCredentials","","viewField","Refresh Token","Clé de refraîchissement","",""
"com.axelor.googleapps.config.db.AppsCredentials","","viewField","Last access Time","Dernier accès le","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","button","Open Apps","Ouvrir l'application","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","button","Unauthorize","Retirer l'autorisation ?","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","button","It will remove all your data and deactivate your Google-Apps service, Are You Sure ?","Toutes vos données seront supprimées et le service Google-Apps sera désactivé. Souhaitez-vous continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","view","Google Apps Configuration","Configuration Google Apps","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","group","User Status","Statut de l'utilisateur","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","group","Google Apps Authorization -- ","Configuration connexion à Google Apps","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","group","User","Utilisateurs","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","viewField","Drive user","Utilisateur Drive","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","viewField","Last access Time","Dernier accès le","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","group","Instructions","Mode opératoire","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","label"," To authorize your Google Drive Account with Google Apps  ","Pour autoriser votre compte Google Drive avec Google Apps,","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","label"," There is Simply two steps for Authorizing your Google Drive Account : ","veuillez suivre les 2 étapes suivantes :","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","label","1. Click on open Google Apps and it will give you a link in message, just follow it. ","1. Cliquer sur Ouvrir Google Apps. L'écran affichera un message avec un lien, il suffit de cliquer dessus.","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","label","2. If you are not logged into your google account you will be asked for that,","2. Si vous n'êtes pas loggé sur votre compte Google, un message vous demandera de vous y connecter.","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","label"," else on that page you allow google apps to access the drive service, by clicking allow access button","Après vous être connecté, autorisez Google Apps à accéder au service Drive, en cliquant sur le bouton d'autorisation d'accès.","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","group","Google Apps Configuration Details","Détails de configuration","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","group","Instruction","Instruction","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","label","This view contain details related to the Google Drive API Credentials and Keys, So there should be only one unique record of Google API Key ","Cette fenêtre contient l'ensemble des informations relatives à aux identifiants et clés de connexion à l'PI Google Drive. ATTENTION : Un seul et unique enregistrement doit contenir la clé de l'API Google.","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","group","Configuration","Configuration","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","viewField","Client Email Address","Adresse mail de l'application","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","viewField","Client ID","ID Client","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","viewField","Client Secret","Clé secrète","",""
"com.axelor.apps.googleapps.db.GoogleAppsConfig","","viewField","Redirect URI","URL redirection","",""
"com.axelor.apps.googleapps.db.GoogleAppsSyncSettings","","button","Synchronize","Synchroniser","",""
"com.axelor.apps.googleapps.db.GoogleAppsSyncSettings","","button"," <img src='http://s10.postimg.org/iggyctyed/synchronize.png ' width='20px' > </img> It will Synchronize with Google Drive, Are You Sure ?","<img src='http://s10.postimg.org/iggyctyed/synchronize.png ' width='20px' > </img> La synchronisation avec Google Drive va commencer, souhaitez-vous continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleAppsSyncSettings","","view","Google Apps Sync Settings","Paramètres synchronisation Google Apps","",""
"com.axelor.apps.googleapps.db.GoogleAppsSyncSettings","","group","Google Apps Synchronization Settings","Paramètres synchronisation Google Apps","",""
"com.axelor.apps.googleapps.db.GoogleAppsSyncSettings","","viewField","User","Utilisateur","",""
"com.axelor.apps.googleapps.db.GoogleAppsSyncSettings","","view","Google Apps Sync Settings","Paramètres synchronisation Google Apps","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","view","Google Directory","Répertoire Google","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","group","Google Drive Directory","Répertoire Google Drive","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","group","Directory Details","Détails Répertoire","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Directory Name","Nom du répertoire","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Create Directory In Root","Créer répertoire à la racine","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Drive User","Utilisateur Drive","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Parent Directory","Dossier parent","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Directory Files","Répertoire des fichiers","",""
"com.axelor.apps.googleapps.db.GoogleFile","","view","Google Files","Les fichiers Google","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Name","Nom fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Size","Taille fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Last Modified","Dernière modification","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Move To Trash","Mettre dans la corbeille","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","It will trash directory(s) with whole hierarchy, Are You Sure ?","Le répertoire et ses sous-répertoires seront supprimés. Etes-vous certain(e)s de vouloir continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","It will remove directory(s) permanently with whole hierarchy, Are You Sure ?","Cette opération va supprimer le répertoire définitivement. Etes-vous certain(e)s de vouloir continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Sync","Synchroniser","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button"," <img src='http://s10.postimg.org/iggyctyed/synchronize.png ' width='20px' > </img> It will Synchronize with Google Drive, Are You Sure ?","<img src='http://s10.postimg.org/iggyctyed/synchronize.png ' width='20px' > </img> La synchronisation avec Google Drive va commencer, souhaitez-vous continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","view","Google Directories","Répertoires Google","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Directory Name","Nom du répertoire","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Parent Directory","Dossier parent","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Directory files","Répertoire des fichiers","",""
"com.axelor.apps.googleapps.db.GoogleFile","","view","Google Files","Les fichiers Google","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Name","Nom fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Shared To","Partagé avec","",""
"com.axelor.apps.googleapps.db.FilePermission","","view","Shared To","Partagé Avec","",""
"com.axelor.apps.googleapps.db.UserProfile","","view","User","Utilisateurs","",""
"com.axelor.apps.googleapps.db.UserProfile","","viewField","Name","Nom","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","New","Nouveau","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Cancel","Annuler","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Copy","Copier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Refresh","Rafraîchir","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Search","Recherche","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Download","Télécharger","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Open","Ouvert","",""
"com.axelor.apps.googleapps.db.GoogleFile","","view","Google Document","Document Google","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Google Document","Document Google","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","this section is required to select a file with which you want to make perform operation","cette section est obligatoire pour pouvoir sélectionner un fichier à traiter.","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Document File Details","Détails du document","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Name","Nom fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Document Editor","Editeur de documents","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Document Content","Contenu du document","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Shared By","Partagé par","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Shared By","Partagé par","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Permission","Permission","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Can Modify","Modification autorisée ?","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Actions","Actions","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Export Pdf","Exporter en PDF","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Refresh","Rafraîchir","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","New","Nouveau","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Search","Recherche","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Download","Télécharger","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","select the file to download and then click here","Sélectionez le fichier à télécharger et cliquez ici","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","It will remove selected file(s) permanently, Are You Sure ?","Ce fichier sera supprimé définitivement. Souhaitez-vous continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleFile","","view","Documents","Documents","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Name","Nom fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Size","Taille fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Last Modified","Dernière modification","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Shared By","Partagé par","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Refresh","Rafraîchir","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Cancel","Annuler","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Search","Recherche","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Copy","Copier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Download","Télécharger","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Open","Ouvert","",""
"com.axelor.apps.googleapps.db.GoogleFile","","view","Google Spreadsheet","Tableur Google","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Google SpreadSheet","Tableur Google","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","SpreadSheet File Details","Détails fichier tableur","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Name","Nom fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","File Type","Type fichier","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Directory","Répertoire","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","view","Directory Selection","Sélectionner le répertoire","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Directory Name","Nom du répertoire","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Create Spreadsheet in Drive View","Créer tableur dans GoogleDrive","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Use Drive","Utiliser Drive","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","<font color='#228B22' > Create In Drive </font>","<font color='#228B22' > Créer dans Drive </font>","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Do you want to a Create Spreadsheet in Google Drive View ?","Souhaitez-vous créer un tableau dans Google Drive ?","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Template Selection","Sélection du template","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Template","Modèle","",""
"","","view","Select Template","Sélectionner un template","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Sharing Permissions","Paramètres de partage","",""
"com.axelor.apps.googleapps.db.GoogleFile","","group","Actions","Actions","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Export Pdf","Exporter en PDF","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Download","Télécharger","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Open","Ouvert","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Opens the spreadsheet in Drive view","Ouvrir le tableur dans Drive view","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Move To Trash","Mettre dans la corbeille","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","It will move selected file(s) to trash, Are You Sure ?","Etes-vous certains de vouloir placer ce document dans la corbeille ?","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","It will remove selected file(s) permanently, Are You Sure ?","Ce fichier sera supprimé définitivement. Souhaitez-vous continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleFile","","view","SpreadSheets","Les tableurs","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Last Modified","Dernière modification","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Parent Directory","Dossier parent","",""
"com.axelor.apps.googleapps.db.GoogleFile","","viewField","Shared To","Partagé avec","",""
"com.axelor.apps.googleapps.db.TemplateFile","","view","Document Template","Modèle de Document","",""
"com.axelor.apps.googleapps.db.TemplateFile","","group","Document Template","Modèle de Document","",""
"com.axelor.apps.googleapps.db.TemplateFile","","viewField","M2O Field","Champ M2O","",""
"com.axelor.apps.googleapps.db.TemplateFile","","viewField","Template Google File","Modèle fichier Google","",""
"com.axelor.apps.googleapps.db.TemplateFile","","viewField","Share","Partager ?","Enable This Template Share To Other Users",""
"com.axelor.apps.googleapps.db.TemplateFile","","view","Document Template Files","Fichier Modèles de Document","",""
"com.axelor.apps.googleapps.db.TemplateFile","","viewField","Template Google File","Modèle fichier Google","",""
"com.axelor.apps.googleapps.db.TemplateFile","","viewField","Share","Partager ?","",""
"com.axelor.apps.googleapps.db.TemplateFile","","viewField","Data Model","Modèle de données","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","view","TemplateSpreadSheetCriteria","","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","archived","field","","Archivé","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","view","TemplateSpreadSheetCriteria","","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","archived","field","","Archivé","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheet","","view","Template Spredsheet","Template tableur","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheet","","group","SpreadSheet Template","Template tableur","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheet","","group","Template Model","Modèle de template","",""
"com.axelor.meta.db.MetaField","","view","Template Fields","Champs du template","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheet","","group","Conditions","Conditions","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","view","Criteria","Critère","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","view","Select Field","Sélectionner le champ","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","group","Criteria","Critère","",""
"com.axelor.meta.db.MetaField","","view","Template Fields","Champs du template","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","group","Value Format","Format de la valeur","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","label","Date Format: YYYY/MM/DD   ","Format de la date: YYYY/MM/DD   ","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","","label","Boolean: true or false     ","Booléen:Vrai ou faux","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheet","","group","Sharable","Partageable ?","",""
"com.axelor.apps.googleapps.db.TemplateSpreadSheet","","view","Template Spredsheet","Template tableur","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","New","Nouveau","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Save","Sauvegarder","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Edit","Éditer","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Restore","Restaurer","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","It will Restore selected directory(s) back, Are You Sure ?","Vous êtes sur le point de restaurer ce(s) Répertoire(s), souhaitez-vous continuer ?","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","Delete Forever","Supprimer définitivement","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","button","It will remove selected directory(s) permanently, Are You Sure ?","Le(s) fichier(s) sélectionné(s) vont être supprimé(s) définitivement, voulez-vous continuer ? ","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","view","Trashed Directories","Les répertoires supprimés","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Directory Name","Nom du répertoire","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Parent Directory","Dossier parent","",""
"com.axelor.apps.googleapps.db.GoogleDirectory","","viewField","Files","Fichiers","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","New","Nouveau","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Save","Sauvegarder","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Edit","Éditer","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Delete","Supprimer","",""
"com.axelor.apps.googleapps.db.GoogleFile","","button","Restore","Restaurer","",""
