"code";"company.importId";"redmineProjectInvoiceable";"redmineProjectClientPartner";"redmineProjectInvoicingSequenceSelect";"redmineProjectAssignedTo";"redmineIssueProduct";"redmineIssueDueDate";"redmineIssueEstimatedTime";"redmineIssueInvoiced";"redmineIssueAccountedForMaintenance";"redmineTimeSpentProduct";"redmineTimeSpentDurationForCustomer";"redmineIssueIsTaskAccepted";"redmineIssueIsOffered";"redmineIssueUnitPrice";"redmineTimeSpentDurationUnit";"redmineVersionDeliveryDate"
"redmine";1;"Invoiceable";"Customer code";"Invoicing Type";"Assigné par défaut à";"Product";"Date d'échéance (INTERNE)";"Temps estimé Heures (INTERNE)";"Déjà facturé";"Comptabilisé maintenance";"Product";"Temps passé ajusté client";"Acceptée";"Offert";"Montant à facturer";"Unité client";"Delivery date"
