"name";"code";"installOrder";"description";"imagePath";"modules";"dependsOn";"sequence";"company.importId";"redmineProjectInvoiceable";"redmineProjectClientPartner";"redmineProjectInvoicingSequenceSelect";"redmineProjectAssignedTo";"redmineIssueProduct";"redmineIssueDueDate";"redmineIssueEstimatedTime";"redmineIssueInvoiced";"redmineIssueAccountedForMaintenance";"redmineTimeSpentProduct";"redmineTimeSpentDurationForCustomer";"redmineIssueIsTaskAccepted";"redmineIssueIsOffered";"redmineIssueUnitPrice";"redmineTimeSpentDurationUnit"
"Redmine";"redmine";30;"Redmine configuration";"app-redmine.png";"axelor-redmine";"project,helpdesk";53;1;"Invoiceable";"Customer code";"Invoicing Type";"Assigné par défaut à";"Product";"Date d'échéance (INTERNE)";"Temps estimé (INTERNE)";"Déjà facturé";"Comptabilisé maintenance";"Product";"Temps passé ajusté client";"Acceptée";"Offert";"Montant à facturer";"Unité client"
